
"INSTANCE","DATETIME","DATA"
1,"09/01/2021 00:00",4459
1,"09/01/2021 01:01",4304
1,"09/01/2021 02:00",4213
1,"09/01/2021 03:00",4012
1,"09/01/2021 04:00",3927
1,"09/01/2021 05:00",3754
1,"09/01/2021 06:00",3688
1,"09/01/2021 07:00",3891
1,"09/01/2021 08:01",3636
1,"09/01/2021 09:00",3566
1,"09/01/2021 10:00",3588
1,"09/01/2021 11:01",3621
1,"09/01/2021 12:00",3819
1,"09/01/2021 13:00",4021
1,"09/01/2021 14:01",4125
1,"09/01/2021 15:00",4312
1,"09/01/2021 16:00",4439
1,"09/01/2021 17:01",4313
1,"09/01/2021 18:00",4435
1,"09/01/2021 19:00",4408
1,"09/01/2021 20:01",4211
1,"09/01/2021 21:00",4263
1,"09/01/2021 22:00",4276
1,"09/01/2021 23:01",4088
1,"10/01/2021 00:00",4138
1,"10/01/2021 01:00",4105
1,"10/01/2021 02:01",3959
1,"10/01/2021 03:00",3873
1,"10/01/2021 04:01",3816
1,"10/01/2021 05:01",3835
1,"10/01/2021 06:00",3885
1,"10/01/2021 07:01",3978
1,"10/01/2021 08:00",3774
1,"10/01/2021 09:00",3528
1,"10/01/2021 10:01",3463
1,"10/01/2021 11:00",3490
1,"10/01/2021 12:00",3565
1,"10/01/2021 13:01",3620
1,"10/01/2021 14:00",3699
1,"10/01/2021 15:00",3820
1,"10/01/2021 16:00",3877
1,"10/01/2021 17:01",3836
1,"10/01/2021 18:00",3855
1,"10/01/2021 19:00",3895
1,"10/01/2021 20:01",3782
1,"10/01/2021 21:00",3818
1,"10/01/2021 22:00",3832
1,"10/01/2021 23:01",3749
1,"11/01/2021 00:00",3842
1,"11/01/2021 01:00",3904
1,"11/01/2021 02:00",3835
1,"11/01/2021 03:00",3763
1,"11/01/2021 04:00",3634
1,"11/01/2021 05:00",3710
1,"11/01/2021 06:00",3565
1,"11/01/2021 07:00",3703
1,"11/01/2021 08:00",3644
1,"11/01/2021 09:00",3714
1,"11/01/2021 10:00",3810
1,"11/01/2021 11:01",3887
1,"11/01/2021 12:00",4136
1,"11/01/2021 13:00",4356
1,"11/01/2021 14:01",4432
1,"11/01/2021 15:00",4636
1,"11/01/2021 16:00",4488
1,"11/01/2021 17:00",4348
1,"11/01/2021 18:00",3854
1,"11/01/2021 19:00",4036
1,"11/01/2021 20:00",3967
